Position(bp)  Rate(cM/Mb)     Map(cM)
     4124196     0.177165    3.674362
     4125517     1.122062    3.674596
     4126489     1.118146    3.675687
     4126599     0.679873    3.675810
     4127568     0.234293    3.676468
     4128657     0.234293    3.676723
     4129081     0.235166    3.676823
     4130297     0.235355    3.677109
     4131529     0.404321    3.677399
     4131703     1.829386    3.677469
     4131969     1.835949    3.677956
     4132727     2.603893    3.679347
     4132775     4.005304    3.679472
     4133542     2.878846    3.682544
     4133810     3.120943    3.683316
     4133840     3.700829    3.683410
     4133962     7.166437    3.683861
     4134850     1.842734    3.690225
     4135020     1.841511    3.690538
     4136293     1.824364    3.692882
     4136963     0.489457    3.694105
     4137114     0.122195    3.694179
     4137162     0.036086    3.694184
     4137789     0.031081    3.694207
     4138129     0.011639    3.694218
     4138313     0.007633    3.694220
     4138378     0.004405    3.694220
     4139060     0.004360    3.694223
     4139589     0.004281    3.694226
     4140215     0.004270    3.694228
     4140240     0.004252    3.694228
     4141035     0.004227    3.694232
     4142260     0.004227    3.694237
     4142343     0.004226    3.694237
     4143022     0.004226    3.694240
     4143611     0.004226    3.694243
     4147311     0.074409    3.694258
     4147346     0.194611    3.694261
     4147379     0.342556    3.694267
     4148701     0.241499    3.694720
     4149363     0.021055    3.694880
     4149571     0.011383    3.694884
     4150787     0.012112    3.694898
     4150894     0.015971    3.694900
     4150910     0.020643    3.694900
     4151050     0.032040    3.694903
     4151086     0.049637    3.694904
     4151305     0.049637    3.694915
     4151996     0.108090    3.694949
     4152060     0.184192    3.694956
     4152824     0.229088    3.695097
     4153042     0.246031    3.695147
     4153329     0.246036    3.695217
     4154686     0.170249    3.695551
     4154732     0.117782    3.695559
     4155452     0.116596    3.695644
     4155514     0.115237    3.695651
     4155586     0.114580    3.695659
     4156059     1.909700    3.695713
     4156395     0.609768    3.696355
     4156434     0.055794    3.696379
     4157548     0.055856    3.696441
     4158350     0.055924    3.696486
     4158985     0.055996    3.696521
     4159024     0.056934    3.696524
     4159153     0.056263    3.696531
     4159803     0.056551    3.696567
     4159851    42.073829    3.696570
     4160116     1.976396    3.707720
     4160202     1.976578    3.707890
     4160211     1.971337    3.707908
     4160830     0.058577    3.709128
     4163531     0.291082    3.709286
     4164063     0.056382    3.709441
     4166402     0.055849    3.709573
     4167199     0.055478    3.709617
     4167239     0.055131    3.709619
     4170897     0.055032    3.709821
     4171178     0.054917    3.709837
     4173027     0.055141    3.709938
     4173718     0.066043    3.709976
     4174298     0.261351    3.710015
     4174372     0.507237    3.710034
     4175051     0.496416    3.710378
     4175504     0.481570    3.710603
     4175549     0.463516    3.710625
     4176184     0.452625    3.710919
     4176972     0.452662    3.711276
     4177124     0.375858    3.711345
     4177185     0.304934    3.711368
     4177312     0.223456    3.711406
     4177333     0.689490    3.711411
     4177405     0.617035    3.711461
     4179644     0.618054    3.712842
     4180571     0.301288    3.713415
     4180698     0.147663    3.713453
     4181794     4.437884    3.713615
     4182056     4.980842    3.714778
     4182408     4.495150    3.716531
     4182433     3.927653    3.716644
     4184349     8.630056    3.724169
     4184577     1.072724    3.726137
     4184822     0.500111    3.726399
     4188606     0.129310    3.728292
     4189741     0.126612    3.728439
     4189766     0.123247    3.728442
     4191599     0.123684    3.728668
     4191795     0.123684    3.728692
     4192210     0.124404    3.728743
     4192814     0.125084    3.728818
     4194196     0.126455    3.728991
     4194493     0.129710    3.729029
     4195147     0.133404    3.729114
     4195622     0.142649    3.729177
     4196200     1.041033    3.729259
     4196744     1.319146    3.729826
     4197200     1.065324    3.730427
     4197215     0.875789    3.730443
     4198185     0.556490    3.731293
     4198722     0.020919    3.731592
     4199460     0.020919    3.731607
     4201168     0.020864    3.731643
     4201275     0.020766    3.731645
     4203054     0.020608    3.731682
     4203914     0.020608    3.731700
     4205573     0.020608    3.731734
     4205718     0.020581    3.731737
     4206285     0.020623    3.731749
     4206466     0.020640    3.731752
     4207473     0.020667    3.731773
     4207784     0.020671    3.731780
     4208598     0.021567    3.731796
     4208901     1.801086    3.731803
     4209167     5.516324    3.732282
     4210711     0.091126    3.740799
     4212088     0.091188    3.740925
     4212649     0.091365    3.740976
     4214861     0.121168    3.741178
     4215952     0.283809    3.741310
     4216708     0.311836    3.741525
     4217034     0.314874    3.741626
     4217072     0.316505    3.741638
     4217628     0.319012    3.741814
     4217768     1.049501    3.741859
     4218635     0.577519    3.742769
     4218852     0.522682    3.742894
     4219039     0.441929    3.742992
     4219998    11.767338    3.743416
     4220089    11.962790    3.744487
     4220719    12.250789    3.752023
     4222028     1.539454    3.768059
     4224449     0.499075    3.771786
     4225420     0.124636    3.772271
     4228027     0.302778    3.772596
     4228766     0.299564    3.772820
     4229228     0.298125    3.772958
     4229921     0.126424    3.773165
     4230632     0.016274    3.773255
     4233502     0.016274    3.773301
     4233569     0.016274    3.773302
     4235020     0.016541    3.773326
     4235239     0.017975    3.773330
     4236473     0.017975    3.773352
     4236544     0.583727    3.773353
     4237546     0.660839    3.773938
     4238504     0.235684    3.774571
     4238714     0.112149    3.774621
     4239936     0.112149    3.774758
     4243855     0.112262    3.775197
     4244239     0.112603    3.775240
     4244675     0.114470    3.775289
     4244879     0.116364    3.775313
     4244935     0.120201    3.775319
     4245396     0.134405    3.775375
     4246050     0.880324    3.775462
     4246538     1.013644    3.775892
     4246678     1.188758    3.776034
     4246854     2.417680    3.776243
     4247065     0.087860    3.776753
     4247996     0.073547    3.776835
     4249438     0.067449    3.776941
     4249744     0.064484    3.776962
     4250255     0.065134    3.776995
     4251091     0.089818    3.777049
     4251256     0.137018    3.777064
     4252204     0.103299    3.777194
     4252465     0.103320    3.777221
     4255432     0.095148    3.777527
     4255568     0.091684    3.777540
     4256906     0.142722    3.777663
     4257284     0.089647    3.777717
     4258400     0.088893    3.777817
     4258478     0.087278    3.777824
     4259029     0.085294    3.777872
     4259429     0.082235    3.777906
     4260252     0.077038    3.777974
     4260850     0.068265    3.778020
     4261044     0.060060    3.778033
     4261791     0.060060    3.778078
     4261898     0.048339    3.778084
     4261943     0.038313    3.778087
     4262045     0.028459    3.778091
     4265094     0.028446    3.778177
     4265274     0.028446    3.778182
     4265557     0.028456    3.778191
     4265567     0.028456    3.778191
     4265897     0.028456    3.778200
     4266473     0.030997    3.778217
     4266590     0.038360    3.778220
     4267706     0.038360    3.778263
     4267955     0.105680    3.778273
     4267977     0.105680    3.778275
     4269922     0.116613    3.778480
     4271894     0.083025    3.778710
     4272063     0.056659    3.778724
     4272204     0.036508    3.778732
     4273183     0.566655    3.778768
     4273430     0.562584    3.778908
     4274781     0.021155    3.779668
     4274988     0.011782    3.779673
     4275513     0.006902    3.779679
     4276580     0.006578    3.779686
     4276746     0.006555    3.779687
     4277100     0.006533    3.779690
     4277163     0.006533    3.779690
     4277454     0.006533    3.779692
     4278236     0.006663    3.779697
     4278454     0.006703    3.779698
     4278707     0.006703    3.779700
     4278847     0.006769    3.779701
     4279380     0.007437    3.779705
     4279385     0.007437    3.779705
     4279400     0.008366    3.779705
     4279862     0.011322    3.779709
     4279960     0.015432    3.779710
     4280097     0.019994    3.779712
     4280935     0.025588    3.779729
     4281033     0.030912    3.779731
     4284150     0.553260    3.779827
     4284988     0.048800    3.780291
     4286491     0.049358    3.780364
     4288060     0.050122    3.780442
     4288788     0.241501    3.780478
     4289227     0.241501    3.780584
     4289615     0.241473    3.780678
     4289996     0.243724    3.780770
     4290009     0.246020    3.780773
     4290111     0.248317    3.780798
     4290902     0.312867    3.780995
     4290951     0.416136    3.781010
     4292402     0.925944    3.781614
     4292415     1.342114    3.781626
     4292705     1.636004    3.782015
     4293277     0.566118    3.782951
     4293736     0.382220    3.783211
